Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
clean-stand,,,,,,,,A268P00000200 - Подставка Clean Stand (большая) (окончательную стоимость товара сообщит менеджер),,,,,A268P00000200,0,,10,continue,manual,2799.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Cean-Stand.jpg?v=1474366697,2,,,,,,,,,,,,,,,,,,,kg,
clean-stand,,,,,,,,A268S00000000 - Губки для подставки Sponges for Clean Stand 25 шт. в упаковке (окончательную стоимость товара сообщит менеджер),,,,,A268S00000000,0,,10,continue,manual,3799.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
clean-stand,,,,,,,,A268S00000200 - Губки для подставки Sponges for Clean Stand (большие) 25 шт. в упаковке (окончательную стоимость товара сообщит менеджер),,,,,A268S00000200,0,,10,continue,manual,1799.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
start-x,Ультразвуковые эндодонтические насадки Start-X,"<p>Насадки используются для финишной обработки полости доступа и устьев канальцев. Изготовлены из нержавеющей стали, прочные и легкие. Имеют высокую прочность на излом.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>A066000000100</strong></p>
</td>
<td>
<p>Start-X™ Tips Satelec Type Insert 1</p>
</td>
</tr>
<tr>
<td>
<p><strong>A066100000500</strong></p>
</td>
<td>
<p>Start-X™ Tips EMS Type Insert 5</p>
</td>
</tr>
<tr>
<td>
<p><strong>A066100000400</strong></p>
</td>
<td>
<p>Start-X™ Tips EMS Type Insert 4</p>
</td>
</tr>
<tr>
<td>
<p><strong>A066100000300</strong></p>
</td>
<td>
<p>Start-X™ Tips EMS Type Insert 3</p>
</td>
</tr>
<tr>
<td>
<p><strong>A066100000200</strong></p>
</td>
<td>
<p>Start-X™ Tips EMS Type Insert 2</p>
</td>
</tr>
<tr>
<td>
<p><strong>A066100000100</strong></p>
</td>
<td>
<p>Start-X™ Tips EMS Type Insert 1</p>
</td>
</tr>
<tr>
<td>
<p><strong>A066000090000</strong></p>
</td>
<td>
<p>Start-X™ Tips Satelec Type Ассортимент (5 шт.)</p>
</td>
</tr>
<tr>
<td>
<p><strong>A</strong><strong>066000000500</strong></p>
</td>
<td>
<p>Start-X™ Tips Satelec Type Insert 5</p>
</td>
</tr>
<tr>
<td>
<p><strong>A066000000400</strong></p>
</td>
<td>
<p>Start-X™ Tips Satelec Type Insert 4</p>
</td>
</tr>
<tr>
<td>
<p><strong>A066000000300</strong></p>
</td>
<td>
<p>Start-X™ Tips Satelec Type Insert 3</p>
</td>
</tr>
<tr>
<td>
<p><strong>A066000000200</strong></p>
</td>
<td>
<p>Start-X™ Tips Satelec Type Insert 2</p>
</td>
</tr>
<tr>
<td>
<p><strong>A066100090000</strong></p>
</td>
<td>
<p>A066100090000 Start-X™ Tips EMS Type Ассортимент (5 шт.)</p>
</td>
</tr>
</tbody>
</table>
<h2>Видео</h2>
<p><iframe width=""854"" height=""480"" src=""https://www.youtube.com/embed/wYadMYng7Q0"" frameborder=""0"" allowfullscreen=""""></iframe></p>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!kpEwzYAQ!ZSyRMk1-IRtYFMT3n57uXh23ZhwjdiTihUXA5rNboAg"" target=""_blank"">Инструкция по применению насадок Start-X</a></p>
<h2>Вас может так же заинтересовать</h2>
<p><a href=""https://poterpite.ru/products/microbursh"" target=""_blank"">Пластиковые аппликаторы microbursh</a></p>
<p><a href=""https://poterpite.ru/products/comporoller"" target=""_blank"">Инструмент comporoller</a></p>",Dentsply,Механическая обработка корневых каналов,"dentist, dentsply, miekhanichieskaia-obrabotka-kornievykh-kanalov, smennye-nasadki-a066000000100-start-x-tips-satelec-type-insert-1, smennye-nasadki-a066000000200-start-x-tips-satelec-type-insert-2, smennye-nasadki-a066000000300-start-x-tips-satelec-type-insert-3, smennye-nasadki-a066000000400-start-x-tips-satelec-type-insert-4, smennye-nasadki-a066000000500-start-x-tips-satelec-type-insert-5, smennye-nasadki-a066000090000-start-x-tips-satelec-type-5, smennye-nasadki-a066100000100-start-x-tips-ems-type-insert-1, smennye-nasadki-a066100000200-start-x-tips-ems-type-insert-2, smennye-nasadki-a066100000300-start-x-tips-ems-type-insert-3, smennye-nasadki-a066100000400-start-x-tips-ems-type-insert-4, smennye-nasadki-a066100000500-start-x-tips-ems-type-insert-5, smennye-nasadki-a066100090000-a066100090000-start-x-tips-ems-type-5, tip-a066000000100-start-x-tips-satelec-type-insert-1, tip-a066000000200-start-x-tips-satelec-type-insert-2, tip-a066000000300-start-x-tips-satelec-type-insert-3, tip-a066000000400-start-x-tips-satelec-type-insert-4, tip-a066000000500-start-x-tips-satelec-type-insert-5, tip-a066000090000-start-x-tips-satelec-type-5, tip-a066100000100-start-x-tips-ems-type-insert-1, tip-a066100000200-start-x-tips-ems-type-insert-2, tip-a066100000300-start-x-tips-ems-type-insert-3, tip-a066100000400-start-x-tips-ems-type-insert-4, tip-a066100000500-start-x-tips-ems-type-insert-5, tip-a066100090000-a066100090000-start-x-tips-ems-type-5",true,Атикул,A066000000100 - Start-X™ Tips Satelec Type Insert 1 (окончательную стоимость товара сообщит менеджер),,,,,A066000000100,0,shopify,10,continue,manual,8199.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Ultrazvukovye-endodonticheskie-nasadki-Start-X.jpg?v=1474364200,1,,false,,,,,,,,,,,,,,,,,kg,
start-x,,,,,,,,A066100000500 - Start-X™ Tips EMS Type Insert 5 (окончательную стоимость товара сообщит менеджер),,,,,A066100000500,0,shopify,10,continue,manual,8199.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
start-x,,,,,,,,A066100000400- Start-X™ Tips EMS Type Insert 4 (окончательную стоимость товара сообщит менеджер),,,,,A066100000400,0,shopify,10,continue,manual,8199.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
start-x,,,,,,,,A066100000300 - Start-X™ Tips EMS Type Insert 3 (окончательную стоимость товара сообщит менеджер),,,,,A066100000300,0,shopify,10,continue,manual,8199.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
start-x,,,,,,,,A066100000200 - Start-X™ Tips EMS Type Insert 2 (окончательную стоимость товара сообщит менеджер),,,,,A066100000200,0,shopify,10,continue,manual,8199.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
start-x,,,,,,,,A066100000100 - Start-X™ Tips EMS Type Insert 1 (окончательную стоимость товара сообщит менеджер),,,,,A066100000100,0,shopify,10,continue,manual,8199.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
start-x,,,,,,,,A066000090000 - Start-X™ Tips Satelec Type Ассортимент (5 шт.) (окончательную стоимость товара сообщит менеджер),,,,,A066000090000,0,shopify,10,continue,manual,31199.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
start-x,,,,,,,,A066000000500 - Start-X™ Tips Satelec Type Insert 5 (окончательную стоимость товара сообщит менеджер),,,,,A066000000500,0,shopify,10,continue,manual,8199.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
start-x,,,,,,,,A066000000400 - Start-X™ Tips Satelec Type Insert 4 (окончательную стоимость товара сообщит менеджер),,,,,A066000000400,0,shopify,10,continue,manual,8199.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
start-x,,,,,,,,A066000000300 - Start-X™ Tips Satelec Type Insert 3 (окончательную стоимость товара сообщит менеджер),,,,,A066000000300,0,shopify,10,continue,manual,8199.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
start-x,,,,,,,,A066000000200 - Start-X™ Tips Satelec Type Insert 2 (окончательную стоимость товара сообщит менеджер),,,,,A066000000200,0,shopify,10,continue,manual,8199.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
start-x,,,,,,,,A066100090000 - A066100090000 Start-X™ Tips EMS Type Ассортимент (5 шт.) (окончательную стоимость товара сообщит менеджер),,,,,A066100090000,0,shopify,10,continue,manual,31199.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
optiview,Ретрактор для губ и щек optiview,"<p>При помощи этого инструмента щеки и губы будут надежно закреплены и не будут мешать в рабочем поле. Сделан этот держатель очень удобно, учитывая анатомию, что не создает избыточное напряжение на мышцы пациента.</p>
<p>Легко устанавливается и снимается.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>5500</strong></p>
</td>
<td>
<p>Optiview Standard Kit (стандартный размер) Состав: 2 ретрактора для губ и щек с подушками для губ</p>
</td>
</tr>
<tr>
<td>
<p><strong>5502</strong></p>
</td>
<td>
<p>Optiview Small Kit (маленький размер) Состав: 2 ретрактора для губ и щек с подушками для губ</p>
</td>
</tr>
</tbody>
</table>
<h2>Видео</h2>
<p><iframe width=""854"" height=""480"" src=""https://www.youtube.com/embed/ZINeOjknAuw"" frameborder=""0"" allowfullscreen=""""></iframe></p>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!Nk1CSLgI!U778zr9_RSUd0rJ79n_a3Qx6zHgYfE7B7O5KvQfWPDU"">Брошюра по ретрактору для губ и щек optiview</a></p>
<h2>Вас может так же заинтересовать</h2>
<p><a href=""https://poterpite.ru/products/comporoller"" target=""_blank"">Инструмент comporoller</a></p>
<p><a href=""https://poterpite.ru/products/microbursh"" target=""_blank"">Пластиковые аппликаторы microbursh</a></p>",Kerr,Аксессуары для терапевтического приёма,"aksiessuary-dlia-tierapievtichieskogho-priioma, dentist, kerr, smennye-nasadki-5500-optiview-standard-kit-2, smennye-nasadki-5502-optiview-small-kit-2, tip-5500-optiview-standard-kit-2, tip-5502-optiview-small-kit-2",true,Артикул,5500 - Optiview Standard Kit (стандартный размер) Состав: 2 ретрактора для губ и щек с подушками для губ,,,,,'5500,0,shopify,10,continue,manual,2299.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Retraktor-dlia-gub-shchek-optiview.jpg?v=1474360774,1,,false,,,,,,,,,,,,,,,,,kg,
optiview,,,,,,,,5502 - Optiview Small Kit (маленький размер) Состав: 2 ретрактора для губ и щек с подушками для губ,,,,,'5502,0,shopify,10,continue,manual,2299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
comporoller,Инструмент comporoller,"<p>Применяется инструмент при моделировании из композитных материалов для придания окончательной формы изделий, изготовленных прямым методом. Рабочие части сделаны в форме подвижных насадок (ролики).</p>
<p>Инструмент легкий и удобный в использовании. Не прилипает к материалам.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr style=""height: 36px;"">
<td style=""height: 36px;"">
<p><strong>Артикул</strong></p>
</td>
<td style=""height: 36px;"">
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr style=""height: 57.5px;"">
<td style=""height: 57.5px;"">
<p><strong>5300</strong></p>
</td>
<td style=""height: 57.5px;"">
<p>CompoRoller Assorted Kit Состав набора: 1 рукоятка Comporoller, по 7 насадок каждой формы (всего 49 шт.)</p>
</td>
</tr>
</tbody>
</table>
<h2> Видео</h2>
<p><iframe width=""854"" height=""480"" src=""https://www.youtube.com/embed/LVnZTCL8zx0"" frameborder=""0"" allowfullscreen=""""></iframe></p>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!14kynCbC!TpFwrklYNx9TGxUQeiMOEdQGIuRLpryrEHRj8C5_bsM"" target=""_blank"">Брошюра по инструменту comporoller</a></p>
<h2>Вас может так же заинтересовать</h2>
<p><a href=""https://poterpite.ru/products/dispodent-extra-fine"" target=""_blank"">Аппликаторы dispodent extra-fine</a></p>
<p><a href=""https://poterpite.ru/products/dispodent"" target=""_blank"">Ватные валики dispodent</a></p>",Kerr,Терапевтические инструменты,"dentist, kerr, tierapievtichieskiie-instrumienty, under-10000",true,Title,Default Title,,,,,'5300,0,shopify,10,continue,manual,2499.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Instrument-comporoller.jpeg?v=1478158286,1,"Инструмент comporoller - Потерпите, пожалуйста!",false,,,,,,,,,,,,,,,,,kg,
product-13,Наконечник для пылесосов,"<p>Применяются при хирургических вмешательствах в полости рта. Легкий и удобный в использовании, благодаря чему быстро и полностью удаляет слюну и кровь из рабочего поля.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>Упаковка </strong></p>
</td>
<td>
<p>100 шт.</p>
</td>
</tr>
</tbody>
</table>
<p> </p>
<p> </p>
<h2>Вас может так же заинтересовать.</h2>
<p><a href=""https://poterpite.ru/products/micro-stix"" target=""_blank"">Пластиковые аппликаторы micro-stix</a></p>
<p><a href=""https://poterpite.ru/products/product-13"">Ватные валики dispodent</a></p>",Dispodent,Аксессуары для терапевтического приёма,"aksiessuary-dlia-tierapievtichieskogho-priioma, dentist, dispodent",true,Title,Default Title,,,,,"",0,shopify,10,continue,manual,399.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Nakonechnik-dlia-pylesosov.jpg?v=1474356531,1,,false,,,,,,,,,,,,,,,,,kg,
dispodent,Ватные валики dispodent,"<p>Этот материал используется для создания рабочей зоны вокруг зуба. Имеет сильную гигроскопичность, так как изготовлен из хлопка. Не прилипает к слизистой и образует контур в полости рта. Выпускаются не стерильными.</p>
<p> </p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>Упаковка</strong></p>
</td>
<td>
<p>2000 шт</p>
</td>
</tr>
</tbody>
</table>
<p> </p>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!I9NGxCwb!yPiRima3mpPJtuk-oNUvQJ_8jxiSVth7wlI-024ky-M"" target=""_blank"">Сертификаты на валики dispodent</a></p>
<h2>Вас может так же заинтресовать</h2>
<p><a href=""https://poterpite.ru/products/micro-stix"" target=""_blank"">Пластиковые аппликаторы micro-stix</a></p>
<p><a href=""https://poterpite.ru/products/ultrabrush"" target=""_blank"">Стоматологические кисточки ultrabrush</a></p>",Dispodent,Аксессуары для терапевтического приёма,"aksiessuary-dlia-tierapievtichieskogho-priioma, dentist, dispodent, under-10000",true,Title,Default Title,,,,,"",0,shopify,10,continue,manual,1099.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Watnye-valiki-dispodent.jpeg?v=1478762456,1,"Ватные валики dispodent - Потерпите, пожалуйста!",false,,,,,,,,,,,,,,,,,kg,
dispodent-extra-fine,Аппликаторы dispodent extra-fine,"<p>Инструмент используется для нанесения бондингов, протравок и проч. Кончики не образуют пыль, не впитывают влагу. Имеет хорошую гибкость, что обеспечивает удобство использования под любым углом.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>Упаковка</strong></p>
</td>
<td>
<p>100шт</p>
</td>
</tr>
</tbody>
</table>
<p> </p>
<h2></h2>
<h2>Вас может так же заинтресовать</h2>
<p><a href=""https://poterpite.ru/products/micro-stix"" target=""_blank"">Пластиковые аппликаторы micro-stix</a></p>
<p><a href=""https://poterpite.ru/products/microbursh-wp"" target=""_blank"">Пластиковые укороченные аппликаторы microbursh wp</a></p>",Dispodent,Аксессуары для терапевтического приёма,"aksiessuary-dlia-tierapievtichieskogho-priioma, dentist, dispodent, under-10000",true,Title,Default Title,,,,,"",0,shopify,10,continue,manual,299.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Applikatory-dispodent-extra-fine.jpeg?v=1478762416,1,"Аппликаторы dispodent extra-fine - Потерпите, пожалуйста!",false,,,,,,,,,,,,,,,,,kg,
ultrabrush,Стоматологические кисточки ultrabrush,"<p>Инструмент используется для нанесения бондингов, протравок и проч. Кончики не образуют пыль, не впитывают влагу. Имеет загнутую верхнюю часть, что обеспечивает удобство использования под любым углом.</p>
<p>Щеточка отличается многофункциональностью.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>U2D</strong></p>
</td>
<td>
<p>ULTRABRUSH 2.0 (REGULAR SIZE) 100 шт.</p>
</td>
</tr>
<tr>
<td>
<p><strong>U1D</strong></p>
</td>
<td>
<p>ULTRABRUSH 1.0 (FINE SIZE) 100шт.</p>
</td>
</tr>
</tbody>
</table>
<h2>Видео</h2>
<p><iframe width=""854"" height=""480"" src=""https://www.youtube.com/embed/5uanftHlDtU"" frameborder=""0"" allowfullscreen=""""></iframe></p>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!I0V2xTgb!4bhdK6LJcZirWrlrLWHNkKmAzSoyn5zj4j5-yFN3KR8"" target=""_blank"">Брошюра по кисточкам ultrabrush</a></p>
<h2>Вас может так же заинтересовать</h2>
<p><a href=""https://poterpite.ru/products/micro-stix"" target=""_blank"">Пластиковые аппликаторы micro-stix</a></p>
<p><a href=""https://poterpite.ru/products/product-5"" target=""_blank"">Стекловолоконные штифты ""Армодент""</a></p>",Microbursh,Аксессуары для терапевтического приёма,"aksiessuary-dlia-tierapievtichieskogho-priioma, dentist, microbursh, smennye-nasadki-u1d-ultrabrush-1-0-fine-size-100, smennye-nasadki-u2d-ultrabrush-2-0-regular-size-100, tip-u1d-ultrabrush-1-0-fine-size-100, tip-u2d-ultrabrush-2-0-regular-size-100",true,Артикул,U2D - ULTRABRUSH 2.0 (REGULAR SIZE) 100 шт.,,,,,U2D,0,shopify,10,continue,manual,599.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Stomatologicheskie-kistochki-ultrabrush.jpg?v=1474298513,1,,false,,,,,,,,,,,,,,,,,kg,
ultrabrush,,,,,,,,U1D - ULTRABRUSH 1.0 (FINE SIZE) 100шт.,,,,,U1D,0,shopify,10,continue,manual,599.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
micro-stix,Пластиковые аппликаторы micro-stix,"<p>Инструмент используется для нанесения и удерживания хрупких и мелких предметов на поверхности зуба. Использование этого инструмента сводит к минимуму риск срыва или смещения мелких деталей. Состоит он из подвижных частей, что обеспечивает удобство использования под любым углом.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>0150112.O</strong></p>
</td>
<td>
<p>Original hold. в наборе 100шт</p>
</td>
</tr>
</tbody>
</table>
<h2> Видео</h2>
<p><iframe width=""854"" height=""480"" src=""https://www.youtube.com/embed/wici1cSPnmk"" frameborder=""0"" allowfullscreen=""""></iframe></p>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!I0V2xTgb!4bhdK6LJcZirWrlrLWHNkKmAzSoyn5zj4j5-yFN3KR8"" target=""_blank"">Брошюра по аппликаторам micro-stix</a></p>
<h2>Вас может так же заинтресовать</h2>
<p><a href=""https://poterpite.ru/products/microbursh-wp"" target=""_blank"">Пластиковые укороченные аппликаторы microbursh wp</a></p>
<p><a href=""https://poterpite.ru/products/xp-bond-2-x-4-5"" target=""_blank"">XP bond, 2 x 4,5 мл</a></p>",Microbursh,Аксессуары для терапевтического приёма,"aksiessuary-dlia-tierapievtichieskogho-priioma, dentist, microbursh",true,Title,Default Title,,,,,0150112.O,0,shopify,10,continue,manual,499.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Plastikovye-applikatory-micro-stix.jpg?v=1474297468,1,,false,,,,,,,,,,,,,,,,,kg,
microbursh-wp,Пластиковые укороченные аппликаторы microbursh wp,"<p>Инструмент используется для нанесения жидкостей. Укороченные по длине. Кончики не образуют пыль, не впитывают влагу. Состоят из подвижных частей, что обеспечивает удобство использования под любым углом. Выпускаются 3 цветов (в соответствии с размерами)</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>150110</strong></p>
</td>
<td>
<p>WP Regular - набор стоматологический пластиковых аппликаторов для жидкостей укороченных (100 шт)</p>
</td>
</tr>
<tr>
<td>
<p><strong>150111</strong></p>
</td>
<td>
<p>WP Fine- набор стоматологический пластиковых аппликаторов для жидкостей укороченных (100 шт)</p>
</td>
</tr>
<tr>
<td>
<p><strong>150117</strong></p>
</td>
<td>
<p>WP SuperFine- набор стоматологический пластиковых аппликаторов для жидкостей укороченных (100 шт)</p>
</td>
</tr>
</tbody>
</table>
<p> </p>
<h2>Видео</h2>
<p><iframe width=""854"" height=""480"" src=""https://www.youtube.com/embed/aiX4oHgYlIs"" frameborder=""0"" allowfullscreen=""""></iframe></p>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!I0V2xTgb!4bhdK6LJcZirWrlrLWHNkKmAzSoyn5zj4j5-yFN3KR8"" target=""_blank"">Брошюра по аппликаторам microbursh wp</a></p>
<h2>Вас может так же заинтресовать</h2>
<p><a href=""https://poterpite.ru/products/microbursh"" target=""_blank"">Пластиковые аппликаторы microbursh</a></p>
<p><a href=""https://poterpite.ru/products/icon"" target=""_blank"">Icon Инфильтрант кариеса для проксимальных поверхностей</a></p>",Microbursh,Аксессуары для терапевтического приёма,"aksiessuary-dlia-tierapievtichieskogho-priioma, dentist, microbursh, smennye-nasadki-150110-wp-regular-100, smennye-nasadki-150111-wp-fine-100, smennye-nasadki-150117-wp-superfine-100, tip-150110-wp-regular-100, tip-150111-wp-fine-100, tip-150117-wp-superfine-100",true,Артикул,150110 - WP Regular - набор стоматологический пластиковых аппликаторов для жидкостей укороченных (100 шт),,,,,'150110,0,shopify,10,continue,manual,499.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Plastikove-ukorochennye-applikatory-microbursh_wp.jpg?v=1474296731,1,,false,,,,,,,,,,,,,,,,,kg,
microbursh-wp,,,,,,,,150111 - WP Fine- набор стоматологический пластиковых аппликаторов для жидкостей укороченных (100 шт),,,,,'150111,0,shopify,10,continue,manual,499.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
microbursh-wp,,,,,,,,150117 - WP SuperFine- набор стоматологический пластиковых аппликаторов для жидкостей укороченных (100 шт),,,,,'150117,0,shopify,10,continue,manual,499.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
microbursh,Пластиковые аппликаторы microbursh,"<p>Инструмент используется для нанесения бондингов, протравок и проч. Кончики не образуют пыль, не впитывают влагу. Состоят из подвижных частей, что обеспечивает удобство использования под любым углом. Выпускаются 3 цветов (в соответствии с размерами)</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>0150001.R</strong></p>
</td>
<td>
<p>Средние</p>
</td>
</tr>
<tr>
<td>
<p><strong>0150001.F</strong></p>
</td>
<td>
<p>Тонкие</p>
</td>
</tr>
<tr>
<td>
<p><strong>0150001.SF</strong></p>
</td>
<td>
<p>Супер тонкие</p>
</td>
</tr>
</tbody>
</table>
<h2>Видео</h2>
<p><iframe width=""854"" height=""480"" src=""https://www.youtube.com/embed/aiX4oHgYlIs"" frameborder=""0"" allowfullscreen=""""></iframe></p>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!I0V2xTgb!4bhdK6LJcZirWrlrLWHNkKmAzSoyn5zj4j5-yFN3KR8"" target=""_blank"">Брошюра по пластиковым аппликаторам microbursh</a></p>
<h2>Вас может так же заинтересовать</h2>
<p><a href=""https://poterpite.ru/products/opti1step"" target=""_blank"">Полиры opti1step</a></p>
<p><a href=""https://poterpite.ru/products/copy-of-finishing-and-polishing-strips"" target=""_blank"">Дополнительные абразивные полоски finishing and polishing strips</a></p>",Microbursh,Аксессуары для терапевтического приёма,"aksiessuary-dlia-tierapievtichieskogho-priioma, dentist, microbursh, smennye-nasadki-0150001-f, smennye-nasadki-0150001-r, smennye-nasadki-0150001-sf, tip-0150001-f, tip-0150001-r, tip-0150001-sf",true,Артикул,0150001.R - Средние,,,,,0150001.R,0,shopify,10,continue,manual,499.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Plastikovye-applikatory-microbursh.jpg?v=1474295021,1,,false,,,,,,,,,,,,,,,,,kg,
microbursh,,,,,,,,0150001.F - Тонкие,,,,,0150001.F,0,shopify,10,continue,manual,499.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
microbursh,,,,,,,,0150001.SF - Супер тонкие,,,,,0150001.SF,0,shopify,10,continue,manual,499.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
